"Protein","Missing_Rate_Percent","Missingness_Threshold_Percent","Status"
"MTF2",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"MTRF1L",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"MYL3",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"PCOLCE2",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"PLEKHN1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"POLL",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"PRICKLE1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"PRR5",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"PUSL1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"RBBP8NL",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"RHOBTB3",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"RNFT1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"SAC3D1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"SMURF1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"SNAPC5",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"STAB2",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"SYT1",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"TENM2",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"TIPIN",75.1677852348993,50,"Temporarily_Excluded_High_Missingness"
"ADAM12",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"BSN",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"CDK19",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"CPA4",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"CPLX1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"DBP",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"DMPK",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"HMGXB3",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"KCNK1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"LCA5",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"LYPD6B",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"MEP1B",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"MIGA2",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"MMACHC",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"NEIL1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"NOXA1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"PIAS3",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"POMT2",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"RESF1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"RUSC2",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"SLC29A1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"TCEAL8",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"TMEM131L",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"TNFSF13B",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"TRAK2",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"TYSND1",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"VSTM2L",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"WDCP",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"ZBTB12",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"ZNF845",74.496644295302,50,"Temporarily_Excluded_High_Missingness"
"ABCC2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ADCK2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ADHFE1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ALPG",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"AURKA",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"BMPR2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"BRCA1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"C17orf100",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"CHRDL2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"COL6A5",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"CUX2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"CYB5A",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"DEAF1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ELOVL7",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"FBXL19",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"GAPDHS",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"GTSE1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"HBM",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"HHIPL1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"HIPK2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"JSRP1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"KIF14",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"KLK8",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"KMO",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"MDGA1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"NAA11",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"NIPAL2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"NUS1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ORAI1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"PCGF6",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"PODNL1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"RETREG1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"RFESD",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"RIPOR2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"RPGRIP1L",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"SNAPC3",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"TCTN3",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"TFPI2",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"TMEM9",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"TSNARE1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"TTC31",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ULK1",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ZNF280D",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"ZNF865",73.8255033557047,50,"Temporarily_Excluded_High_Missingness"
"AGGF1",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"CHAD",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"CKAP2L",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"COLEC10",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"CXCL13",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"DPYSL5",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"FAM110C",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"FAM111B",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"FAM83F",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"FAN1",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"FBXL3",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"GPC3",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"GTSF1",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"IYD",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"KERA",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"KLHDC8B",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"LAPTM5",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"LRIG3",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"MEGF9",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"MELK",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"MEX3D",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"MR1",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"MTF1",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"MYOC",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"NCAPH2",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"NLRC3",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"PARP8",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"PDE1C",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"PITPNM2",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"POLQ",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"PPP1R14D",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"PTPRB",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"RBPMS2",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"RFX2",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"RYR3",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"SLC12A8",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"SLC6A6",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"SYCE1",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"TAF1C",73.1543624161074,50,"Temporarily_Excluded_High_Missingness"
"AKAP5",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"AKR1C4",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"APOL6",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"ATAD5",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"C3orf52",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"CD27",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"CDCA2",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"CEND1",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"CFAP61",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"CXCL10",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"DIAPH3",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"DXO",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"F8",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"FAAP100",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"FANCD2",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"GBA3",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"GKAP1",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"GRB14",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"HDAC11",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"HROB",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"KCP",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"MAPK10",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PADI3",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PATZ1",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PCDH12",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PDE7A",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PEAK3",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PHLPP1",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"POLR2F",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"POU2F2",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"PTPRCAP",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"RHOH",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"RNF6",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"SLC25A29",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"SPDL1",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"SPRTN",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"SPRY1",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"SUMO4",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"TCF7",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"TMEM38B",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"TRPC4AP",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"ZBTB24",72.4832214765101,50,"Temporarily_Excluded_High_Missingness"
"ACBD7",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"B3GALNT2",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"BARD1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"CCDC57",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"CCL16",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"CD7",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"CDK10",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"CHPT1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"COL21A1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"DUSP14",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"DUSP16",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"ENPP6",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"FAM104A",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"GXYLT2",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"IFI6",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"IGHV3.20",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"IGHV7.4.1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"KCTD1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"KLHL24",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"L3MBTL2",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"MAGI2",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"PGAM4",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"POC1B",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"RAPGEF5",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"SATB1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"SFMBT1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"SLCO4A1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"SPHK2",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"TMEM219",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"TREM1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"TUBE1",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"ZBTB38",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"ZBTB43",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"ZBTB48",71.8120805369127,50,"Temporarily_Excluded_High_Missingness"
"ACOT6",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"ADGRG3",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"APLP1",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"BMERB1",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"CALML5",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"CCDC71",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"FGD1",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"GLOD5",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"GPM6B",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"ICAM5",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"IFFO2",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"IGKV1D.16",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"MDM4",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"NEMP1",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"PDE4A",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"PEX10",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"PMEPA1",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"SHISA5",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"SINHCAF",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"SOWAHB",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"SREBF1",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"TEF",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"TPGS2",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"TRIQK",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"ZNF277",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"ZNF358",71.1409395973154,50,"Temporarily_Excluded_High_Missingness"
"ACVRL1",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"AFAP1L1",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"ARMCX5",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"C1orf21",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"CCDC68",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"EFNA1",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"ESCO1",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"GINS4",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"H3Y2",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"IGKV2D.30",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"IGLV5.48",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"IL1RL2",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"KIF22",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"MAPK12",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"MBD6",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"PCDH18",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"PDCD7",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"PIGA",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"PIGQ",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"PPP1R3B",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"RAB11A",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"SBSN",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"SENP3",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"SHE",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"SLC1A2",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"SNPH",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"TBP",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"TMTC4",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"TRUB2",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"TWNK",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"ZFP3",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"ZNF410",70.4697986577181,50,"Temporarily_Excluded_High_Missingness"
"ABCG2",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"ARL5A",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"ARX",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"CCND1",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"FABP12",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"FADS1",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"FCRL5",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"FICD",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"FTCD",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"FZD7",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"GAST",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"GMNN",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"GUCY2C",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"IGLJ6",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"KIAA0753",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"MYL1",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"RIPK4",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"SKA3",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"SLC43A3",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"SNAPC4",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"TAF9",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"TAF9B",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"TSHZ1",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"WDR25",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"WDR62",69.7986577181208,50,"Temporarily_Excluded_High_Missingness"
"ACBD4",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"ACTG2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"AP1AR",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"ARHGEF26",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"B9D2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"CASP8AP2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"CCNDBP1",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"COQ4",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"CPEB2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"CSGALNACT1",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"CXCL16",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"CYP3A4",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"DOLPP1",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"GFRA3",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"GSTM1",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"HMGCR",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"HSD17B14",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"IGSF3",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"LNX2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"PLEKHH3",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"POLA2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"RAB7B",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"SAMD12",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"SCAP",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"SNAPC2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"SPATA2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"TBX2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"TMEM176B",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"TRAF3IP2",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"UBE2S",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"ZMYM1",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"ZNF146",69.1275167785235,50,"Temporarily_Excluded_High_Missingness"
"ADCK5",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"APPBP2",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"B4GALT5",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"BRWD3",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"C16orf86",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"DOT1L",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"DPY19L3",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"F2R",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"FLG",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"FOXC1",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"FSTL3",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"HTD2",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"IFI27L2",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"IRF1",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"MMP24OS",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"MPND",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"MSL2",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"NRK",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"P4HA3",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"PROX1",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"ROBO2",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"SLC25A36",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"SPATA18",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"WEE1",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"YIF1B",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"ZBP1",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"ZBTB17",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"ZFHX4",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"ZNF407",68.4563758389262,50,"Temporarily_Excluded_High_Missingness"
"AMER1",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"BTN2A1",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"CCDC130",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"CCDC170",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"CEP89",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"CLDN23",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"EEF1AKMT2",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"ELOVL5",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"EMC6",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"EPHB6",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"FUOM",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"GABPB2",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"HSPA6",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"MACIR",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"NPHP4",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"OTUD5",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"PLA2G4C",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"POLE2",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"SP140",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"TMEM243",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"USP35",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"USP42",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"ZBED8",67.7852348993289,50,"Temporarily_Excluded_High_Missingness"
"BNIP3L",67.1140939597315,50,"Temporarily_Excluded_High_Missingness"
"BNIP5",67.1140939597315,50,"Temporarily_Excluded_High_Missingness"
"EGFL7",67.1140939597315,50,"Temporarily_Excluded_High_Missingness"
